,frequency,MX,MXY,DXY
0,1e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
1,1.0046204213468131e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
2,1.0092621909870484e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
3,1.0139254075588142e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
4,1.0186101701559753e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
5,1.0233165783302448e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
6,1.0280447320933098e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
7,1.0327947319189525e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
8,1.037566678745185e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
9,1.042360673976401e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
10,1.0471768194855203e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
11,1.0520152176161592e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
12,1.056875971184805e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
13,1.061759183482999e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
14,1.0666649582795387e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
15,1.0715933998226711e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
16,1.0765446128423159e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
17,1.0815187025522892e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
18,1.0865157746525372e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
19,1.0915359353313911e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
20,1.09657929126781e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
21,1.101645949633657e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
22,1.1067360180959745e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
23,1.1118496048192698e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
24,1.1169868184678225e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
25,1.1221477682079801e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
26,1.127332563710487e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
27,1.1325413151528126e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
28,1.1377741332214902e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
29,1.1430311291144787e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
30,1.1483124145435112e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
31,1.1536181017364786e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
32,1.1589483034398117e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
33,1.1643031329208755e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
34,1.1696827039703847e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
35,1.1750871309048075e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
36,1.1805165285688055e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
37,1.1859710123376706e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
38,1.1914506981197747e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
39,1.1969557023590428e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
40,1.2024861420374122e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
41,1.208042134677329e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
42,1.2136237983442419e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
43,1.2192312516491094e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
44,1.2248646137509307e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
45,1.2305240043592616e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
46,1.236209543736769e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
47,1.2419213527017847e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
48,1.2476595526308684e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
49,1.2534242654613996e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
50,1.2592156136941508e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
51,1.2650337203959037e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
52,1.2708787092020594e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
53,1.2767507043192644e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
54,1.28264983052806e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
55,1.288576213185518e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
56,1.294529978227916e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
57,1.30051125217341e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
58,1.3065201621247199e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
59,1.3125568357718428e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
60,1.3186214013947485e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
61,1.3247139878661175e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
62,1.330834724654076e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
63,1.3369837418249452e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
64,1.3431611700460154e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
65,1.3493671405883065e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
66,1.355601785329369e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
67,1.3618652367560827e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
68,1.3681576279674705e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
69,1.3744790926775367e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
70,1.3808297652180924e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
71,1.387209780541621e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
72,1.3936192742241435e-06,0.29994907066719545,-0.14995039876819913,-0.17320331338234465
