,alpha,xi_w,xi,v,w,alpha_pl
170,0.0046,0.4,0.017001700170017002,0.0,0.9893371234543857,0.004512358268872192
171,0.0046,0.4,0.017101710171017102,0.0,0.9893371234543857,0.004512358268872192
172,0.0046,0.4,0.017201720172017203,0.0,0.9893371234543857,0.004512358268872192
173,0.0046,0.4,0.017301730173017303,0.0,0.9893371234543857,0.004512358268872192
174,0.0046,0.4,0.017401740174017404,0.0,0.9893371234543857,0.004512358268872192
175,0.0046,0.4,0.017501750175017504,0.0,0.9893371234543857,0.004512358268872192
176,0.0046,0.4,0.0176017601760176,0.0,0.9893371234543857,0.004512358268872192
177,0.0046,0.4,0.0177017701770177,0.0,0.9893371234543857,0.004512358268872192
178,0.0046,0.4,0.0178017801780178,0.0,0.9893371234543857,0.004512358268872192
179,0.0046,0.4,0.017901790179017902,0.0,0.9893371234543857,0.004512358268872192
180,0.0046,0.4,0.018001800180018002,0.0,0.9893371234543857,0.004512358268872192
181,0.0046,0.4,0.018101810181018103,0.0,0.9893371234543857,0.004512358268872192
182,0.0046,0.4,0.018201820182018203,0.0,0.9893371234543857,0.004512358268872192
183,0.0046,0.4,0.018301830183018303,0.0,0.9893371234543857,0.004512358268872192
184,0.0046,0.4,0.018401840184018404,0.0,0.9893371234543857,0.004512358268872192
185,0.0046,0.4,0.0185018501850185,0.0,0.9893371234543857,0.004512358268872192
186,0.0046,0.4,0.0186018601860186,0.0,0.9893371234543857,0.004512358268872192
187,0.0046,0.4,0.0187018701870187,0.0,0.9893371234543857,0.004512358268872192
188,0.0046,0.4,0.018801880188018802,0.0,0.9893371234543857,0.004512358268872192
189,0.0046,0.4,0.018901890189018902,0.0,0.9893371234543857,0.004512358268872192
190,0.0046,0.4,0.019001900190019003,0.0,0.9893371234543857,0.004512358268872192
191,0.0046,0.4,0.019101910191019103,0.0,0.9893371234543857,0.004512358268872192
192,0.0046,0.4,0.019201920192019203,0.0,0.9893371234543857,0.004512358268872192
193,0.0046,0.4,0.019301930193019304,0.0,0.9893371234543857,0.004512358268872192
194,0.0046,0.4,0.019401940194019404,0.0,0.9893371234543857,0.004512358268872192
195,0.0046,0.4,0.0195019501950195,0.0,0.9893371234543857,0.004512358268872192
196,0.0046,0.4,0.0196019601960196,0.0,0.9893371234543857,0.004512358268872192
197,0.0046,0.4,0.019701970197019702,0.0,0.9893371234543857,0.004512358268872192
198,0.0046,0.4,0.019801980198019802,0.0,0.9893371234543857,0.004512358268872192
199,0.0046,0.4,0.019901990199019903,0.0,0.9893371234543857,0.004512358268872192
200,0.0046,0.4,0.020002000200020003,0.0,0.9893371234543857,0.004512358268872192
201,0.0046,0.4,0.020102010201020103,0.0,0.9893371234543857,0.004512358268872192
202,0.0046,0.4,0.020202020202020204,0.0,0.9893371234543857,0.004512358268872192
203,0.0046,0.4,0.020302030203020304,0.0,0.9893371234543857,0.004512358268872192
204,0.0046,0.4,0.0204020402040204,0.0,0.9893371234543857,0.004512358268872192
205,0.0046,0.4,0.0205020502050205,0.0,0.9893371234543857,0.004512358268872192
206,0.0046,0.4,0.020602060206020602,0.0,0.9893371234543857,0.004512358268872192
207,0.0046,0.4,0.020702070207020702,0.0,0.9893371234543857,0.004512358268872192
208,0.0046,0.4,0.020802080208020803,0.0,0.9893371234543857,0.004512358268872192
209,0.0046,0.4,0.020902090209020903,0.0,0.9893371234543857,0.004512358268872192
210,0.0046,0.4,0.021002100210021003,0.0,0.9893371234543857,0.004512358268872192
211,0.0046,0.4,0.021102110211021104,0.0,0.9893371234543857,0.004512358268872192
212,0.0046,0.4,0.021202120212021204,0.0,0.9893371234543857,0.004512358268872192
213,0.0046,0.4,0.021302130213021304,0.0,0.9893371234543857,0.004512358268872192
214,0.0046,0.4,0.0214021402140214,0.0,0.9893371234543857,0.004512358268872192
215,0.0046,0.4,0.0215021502150215,0.0,0.9893371234543857,0.004512358268872192
216,0.0046,0.4,0.021602160216021602,0.0,0.9893371234543857,0.004512358268872192
217,0.0046,0.4,0.021702170217021702,0.0,0.9893371234543857,0.004512358268872192
218,0.0046,0.4,0.021802180218021803,0.0,0.9893371234543857,0.004512358268872192
219,0.0046,0.4,0.021902190219021903,0.0,0.9893371234543857,0.004512358268872192
220,0.0046,0.4,0.022002200220022004,0.0,0.9893371234543857,0.004512358268872192
221,0.0046,0.4,0.022102210221022104,0.0,0.9893371234543857,0.004512358268872192
222,0.0046,0.4,0.022202220222022204,0.0,0.9893371234543857,0.004512358268872192
223,0.0046,0.4,0.0223022302230223,0.0,0.9893371234543857,0.004512358268872192
224,0.0046,0.4,0.0224022402240224,0.0,0.9893371234543857,0.004512358268872192
225,0.0046,0.4,0.022502250225022502,0.0,0.9893371234543857,0.004512358268872192
226,0.0046,0.4,0.022602260226022602,0.0,0.9893371234543857,0.004512358268872192
227,0.0046,0.4,0.022702270227022703,0.0,0.9893371234543857,0.004512358268872192
228,0.0046,0.4,0.022802280228022803,0.0,0.9893371234543857,0.004512358268872192
229,0.0046,0.4,0.022902290229022904,0.0,0.9893371234543857,0.004512358268872192
230,0.0046,0.4,0.023002300230023004,0.0,0.9893371234543857,0.004512358268872192
231,0.0046,0.4,0.023102310231023104,0.0,0.9893371234543857,0.004512358268872192
232,0.0046,0.4,0.023202320232023205,0.0,0.9893371234543857,0.004512358268872192
233,0.0046,0.4,0.0233023302330233,0.0,0.9893371234543857,0.004512358268872192
234,0.0046,0.4,0.023402340234023402,0.0,0.9893371234543857,0.004512358268872192
235,0.0046,0.4,0.023502350235023502,0.0,0.9893371234543857,0.004512358268872192
236,0.0046,0.4,0.023602360236023603,0.0,0.9893371234543857,0.004512358268872192
237,0.0046,0.4,0.023702370237023703,0.0,0.9893371234543857,0.004512358268872192
238,0.0046,0.4,0.023802380238023804,0.0,0.9893371234543857,0.004512358268872192
239,0.0046,0.4,0.023902390239023904,0.0,0.9893371234543857,0.004512358268872192
240,0.0046,0.4,0.024002400240024004,0.0,0.9893371234543857,0.004512358268872192
241,0.0046,0.4,0.024102410241024105,0.0,0.9893371234543857,0.004512358268872192
242,0.0046,0.4,0.0242024202420242,0.0,0.9893371234543857,0.004512358268872192
243,0.0046,0.4,0.024302430243024302,0.0,0.9893371234543857,0.004512358268872192
244,0.0046,0.4,0.024402440244024402,0.0,0.9893371234543857,0.004512358268872192
245,0.0046,0.4,0.024502450245024503,0.0,0.9893371234543857,0.004512358268872192
246,0.0046,0.4,0.024602460246024603,0.0,0.9893371234543857,0.004512358268872192
247,0.0046,0.4,0.024702470247024703,0.0,0.9893371234543857,0.004512358268872192
248,0.0046,0.4,0.024802480248024804,0.0,0.9893371234543857,0.004512358268872192
249,0.0046,0.4,0.024902490249024904,0.0,0.9893371234543857,0.004512358268872192
250,0.0046,0.4,0.025002500250025005,0.0,0.9893371234543857,0.004512358268872192
251,0.0046,0.4,0.025102510251025105,0.0,0.9893371234543857,0.004512358268872192
252,0.0046,0.4,0.025202520252025202,0.0,0.9893371234543857,0.004512358268872192
253,0.0046,0.4,0.025302530253025302,0.0,0.9893371234543857,0.004512358268872192
254,0.0046,0.4,0.025402540254025403,0.0,0.9893371234543857,0.004512358268872192
255,0.0046,0.4,0.025502550255025503,0.0,0.9893371234543857,0.004512358268872192
256,0.0046,0.4,0.025602560256025603,0.0,0.9893371234543857,0.004512358268872192
257,0.0046,0.4,0.025702570257025704,0.0,0.9893371234543857,0.004512358268872192
258,0.0046,0.4,0.025802580258025804,0.0,0.9893371234543857,0.004512358268872192
259,0.0046,0.4,0.025902590259025905,0.0,0.9893371234543857,0.004512358268872192
260,0.0046,0.4,0.026002600260026005,0.0,0.9893371234543857,0.004512358268872192
261,0.0046,0.4,0.026102610261026102,0.0,0.9893371234543857,0.004512358268872192
262,0.0046,0.4,0.026202620262026202,0.0,0.9893371234543857,0.004512358268872192
263,0.0046,0.4,0.026302630263026303,0.0,0.9893371234543857,0.004512358268872192
264,0.0046,0.4,0.026402640264026403,0.0,0.9893371234543857,0.004512358268872192
265,0.0046,0.4,0.026502650265026503,0.0,0.9893371234543857,0.004512358268872192
266,0.0046,0.4,0.026602660266026604,0.0,0.9893371234543857,0.004512358268872192
267,0.0046,0.4,0.026702670267026704,0.0,0.9893371234543857,0.004512358268872192
268,0.0046,0.4,0.026802680268026804,0.0,0.9893371234543857,0.004512358268872192
269,0.0046,0.4,0.026902690269026905,0.0,0.9893371234543857,0.004512358268872192
270,0.0046,0.4,0.027002700270027005,0.0,0.9893371234543857,0.004512358268872192
271,0.0046,0.4,0.027102710271027102,0.0,0.9893371234543857,0.004512358268872192
272,0.0046,0.4,0.027202720272027203,0.0,0.9893371234543857,0.004512358268872192
273,0.0046,0.4,0.027302730273027303,0.0,0.9893371234543857,0.004512358268872192
274,0.0046,0.4,0.027402740274027403,0.0,0.9893371234543857,0.004512358268872192
275,0.0046,0.4,0.027502750275027504,0.0,0.9893371234543857,0.004512358268872192
276,0.0046,0.4,0.027602760276027604,0.0,0.9893371234543857,0.004512358268872192
277,0.0046,0.4,0.027702770277027704,0.0,0.9893371234543857,0.004512358268872192
278,0.0046,0.4,0.027802780278027805,0.0,0.9893371234543857,0.004512358268872192
279,0.0046,0.4,0.027902790279027905,0.0,0.9893371234543857,0.004512358268872192
280,0.0046,0.4,0.028002800280028002,0.0,0.9893371234543857,0.004512358268872192
281,0.0046,0.4,0.028102810281028102,0.0,0.9893371234543857,0.004512358268872192
282,0.0046,0.4,0.028202820282028203,0.0,0.9893371234543857,0.004512358268872192
283,0.0046,0.4,0.028302830283028303,0.0,0.9893371234543857,0.004512358268872192
284,0.0046,0.4,0.028402840284028404,0.0,0.9893371234543857,0.004512358268872192
285,0.0046,0.4,0.028502850285028504,0.0,0.9893371234543857,0.004512358268872192
286,0.0046,0.4,0.028602860286028604,0.0,0.9893371234543857,0.004512358268872192
287,0.0046,0.4,0.028702870287028705,0.0,0.9893371234543857,0.004512358268872192
288,0.0046,0.4,0.028802880288028805,0.0,0.9893371234543857,0.004512358268872192
289,0.0046,0.4,0.028902890289028906,0.0,0.9893371234543857,0.004512358268872192
290,0.0046,0.4,0.029002900290029002,0.0,0.9893371234543857,0.004512358268872192
291,0.0046,0.4,0.029102910291029103,0.0,0.9893371234543857,0.004512358268872192
292,0.0046,0.4,0.029202920292029203,0.0,0.9893371234543857,0.004512358268872192
293,0.0046,0.4,0.029302930293029304,0.0,0.9893371234543857,0.004512358268872192
294,0.0046,0.4,0.029402940294029404,0.0,0.9893371234543857,0.004512358268872192
295,0.0046,0.4,0.029502950295029504,0.0,0.9893371234543857,0.004512358268872192
296,0.0046,0.4,0.029602960296029605,0.0,0.9893371234543857,0.004512358268872192
297,0.0046,0.4,0.029702970297029705,0.0,0.9893371234543857,0.004512358268872192
298,0.0046,0.4,0.029802980298029805,0.0,0.9893371234543857,0.004512358268872192
299,0.0046,0.4,0.029902990299029902,0.0,0.9893371234543857,0.004512358268872192
300,0.0046,0.4,0.030003000300030003,0.0,0.9893371234543857,0.004512358268872192
301,0.0046,0.4,0.030103010301030103,0.0,0.9893371234543857,0.004512358268872192
302,0.0046,0.4,0.030203020302030203,0.0,0.9893371234543857,0.004512358268872192
303,0.0046,0.4,0.030303030303030304,0.0,0.9893371234543857,0.004512358268872192
304,0.0046,0.4,0.030403040304030404,0.0,0.9893371234543857,0.004512358268872192
305,0.0046,0.4,0.030503050305030505,0.0,0.9893371234543857,0.004512358268872192
306,0.0046,0.4,0.030603060306030605,0.0,0.9893371234543857,0.004512358268872192
307,0.0046,0.4,0.030703070307030705,0.0,0.9893371234543857,0.004512358268872192
308,0.0046,0.4,0.030803080308030806,0.0,0.9893371234543857,0.004512358268872192
309,0.0046,0.4,0.030903090309030903,0.0,0.9893371234543857,0.004512358268872192
310,0.0046,0.4,0.031003100310031003,0.0,0.9893371234543857,0.004512358268872192
311,0.0046,0.4,0.031103110311031103,0.0,0.9893371234543857,0.004512358268872192
312,0.0046,0.4,0.031203120312031204,0.0,0.9893371234543857,0.004512358268872192
313,0.0046,0.4,0.0313031303130313,0.0,0.9893371234543857,0.004512358268872192
314,0.0046,0.4,0.0314031403140314,0.0,0.9893371234543857,0.004512358268872192
315,0.0046,0.4,0.0315031503150315,0.0,0.9893371234543857,0.004512358268872192
316,0.0046,0.4,0.0316031603160316,0.0,0.9893371234543857,0.004512358268872192
317,0.0046,0.4,0.0317031703170317,0.0,0.9893371234543857,0.004512358268872192
318,0.0046,0.4,0.0318031803180318,0.0,0.9893371234543857,0.004512358268872192
319,0.0046,0.4,0.0319031903190319,0.0,0.9893371234543857,0.004512358268872192
320,0.0046,0.4,0.032003200320032,0.0,0.9893371234543857,0.004512358268872192
321,0.0046,0.4,0.032103210321032104,0.0,0.9893371234543857,0.004512358268872192
322,0.0046,0.4,0.032203220322032204,0.0,0.9893371234543857,0.004512358268872192
323,0.0046,0.4,0.032303230323032305,0.0,0.9893371234543857,0.004512358268872192
324,0.0046,0.4,0.032403240324032405,0.0,0.9893371234543857,0.004512358268872192
325,0.0046,0.4,0.032503250325032505,0.0,0.9893371234543857,0.004512358268872192
326,0.0046,0.4,0.032603260326032606,0.0,0.9893371234543857,0.004512358268872192
327,0.0046,0.4,0.032703270327032706,0.0,0.9893371234543857,0.004512358268872192
328,0.0046,0.4,0.032803280328032806,0.0,0.9893371234543857,0.004512358268872192
329,0.0046,0.4,0.03290329032903291,0.0,0.9893371234543857,0.004512358268872192
330,0.0046,0.4,0.03300330033003301,0.0,0.9893371234543857,0.004512358268872192
