,alpha,xi_w,xi,v,w,alpha_pl,shock,xi_sh,wm
0,0.0046,0.6000000000000001,0.0,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
1,0.0046,0.6000000000000001,5.000250012500625e-05,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
2,0.0046,0.6000000000000001,0.0001000050002500125,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
3,0.0046,0.6000000000000001,0.00015000750037501875,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
4,0.0046,0.6000000000000001,0.000200010000500025,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
5,0.0046,0.6000000000000001,0.00025001250062503126,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
6,0.0046,0.6000000000000001,0.0003000150007500375,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
7,0.0046,0.6000000000000001,0.00035001750087504374,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
8,0.0046,0.6000000000000001,0.00040002000100005,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
9,0.0046,0.6000000000000001,0.00045002250112505623,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
10,0.0046,0.6000000000000001,0.0005000250012500625,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
11,0.0046,0.6000000000000001,0.0005500275013750688,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
12,0.0046,0.6000000000000001,0.000600030001500075,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
13,0.0046,0.6000000000000001,0.0006500325016250812,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
14,0.0046,0.6000000000000001,0.0007000350017500875,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
15,0.0046,0.6000000000000001,0.0007500375018750937,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
16,0.0046,0.6000000000000001,0.0008000400020001,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
17,0.0046,0.6000000000000001,0.0008500425021251062,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
18,0.0046,0.6000000000000001,0.0009000450022501125,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
19,0.0046,0.6000000000000001,0.0009500475023751187,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
20,0.0046,0.6000000000000001,0.001000050002500125,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
21,0.0046,0.6000000000000001,0.0010500525026251313,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
22,0.0046,0.6000000000000001,0.0011000550027501375,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
23,0.0046,0.6000000000000001,0.0011500575028751438,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
24,0.0046,0.6000000000000001,0.00120006000300015,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
25,0.0046,0.6000000000000001,0.0012500625031251563,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
26,0.0046,0.6000000000000001,0.0013000650032501625,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
27,0.0046,0.6000000000000001,0.0013500675033751687,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
28,0.0046,0.6000000000000001,0.001400070003500175,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
29,0.0046,0.6000000000000001,0.0014500725036251812,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
30,0.0046,0.6000000000000001,0.0015000750037501875,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
31,0.0046,0.6000000000000001,0.0015500775038751937,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
32,0.0046,0.6000000000000001,0.0016000800040002,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
33,0.0046,0.6000000000000001,0.0016500825041252062,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
34,0.0046,0.6000000000000001,0.0017000850042502124,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
35,0.0046,0.6000000000000001,0.0017500875043752187,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
36,0.0046,0.6000000000000001,0.001800090004500225,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
37,0.0046,0.6000000000000001,0.0018500925046252312,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
38,0.0046,0.6000000000000001,0.0019000950047502374,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
39,0.0046,0.6000000000000001,0.0019500975048752436,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
40,0.0046,0.6000000000000001,0.00200010000500025,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
41,0.0046,0.6000000000000001,0.002050102505125256,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
42,0.0046,0.6000000000000001,0.0021001050052502626,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
43,0.0046,0.6000000000000001,0.0021501075053752686,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
44,0.0046,0.6000000000000001,0.002200110005500275,0.0,-0.009531295436564882,0.0035961523077975978,1.0,0.6070598652805609,1.0753975163392648
