,alpha,xi_w,xi,v,w,alpha_pl,shock,xi_sh,wm
0,0.0046,0.52,0.0,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
1,0.0046,0.52,5.000250012500625e-05,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
2,0.0046,0.52,0.0001000050002500125,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
3,0.0046,0.52,0.00015000750037501875,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
4,0.0046,0.52,0.000200010000500025,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
5,0.0046,0.52,0.00025001250062503126,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
6,0.0046,0.52,0.0003000150007500375,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
7,0.0046,0.52,0.00035001750087504374,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
8,0.0046,0.52,0.00040002000100005,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
9,0.0046,0.52,0.00045002250112505623,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
10,0.0046,0.52,0.0005000250012500625,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
11,0.0046,0.52,0.0005500275013750688,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
12,0.0046,0.52,0.000600030001500075,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
13,0.0046,0.52,0.0006500325016250812,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
14,0.0046,0.52,0.0007000350017500875,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
15,0.0046,0.52,0.0007500375018750937,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
16,0.0046,0.52,0.0008000400020001,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
17,0.0046,0.52,0.0008500425021251062,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
18,0.0046,0.52,0.0009000450022501125,0.0,-0.01049878709413731,0.004306550107266795,1.0,0.5775978145619157,0.9906016172078169
